28244234061	sạc nhanh	0	69980	159960	56	4.77	737	660	DOSEN VN	Thành phố Hà Nội	4.75	3842	0	1	100	Dây Cáp DOSEN PD 20W Nối Đầu Type-C Sang Đầu Sạc Nhanh Hỗ Trợ Truyền Dữ Liệu 480Mbps
28625261821	sạc nhanh	0	189000	269000	30	4.92	5807	5525	Ugreen Official Shop	Thành phố Hà Nội	4.92	677854	0	1	100	Bộ sạc USB C UGREEN 30W Nexode GaN PPS Khối sạc tường nhanh gọn Bộ chuyển đổi nguồn USB-C cho iPhone 16 Pro Max / 15 / 14 / 13 Galaxy S25 S24 Ultra / S23 (Đen)
48200823921	sạc nhanh	0	41782	107951	61	4.57	1975	1616	TechPulseGear.vn	Thành phố Hồ Chí Minh	4.65	206	1	0	100	Bộ sạc Samsung 25 / 45w CỦ CÁP DÂY SẠC NHANH TYPE-C cho Note 10 Plus Note 20 S21 S22 S22 Plus S22 Cáp sạc và Ultra Sansung
41450755372	sạc nhanh	0	30000	88718	66	4.96	1194	1158	UGREEN VIETNAM Official Store	Tỉnh Tây Ninh	4.93	119081	0	1	100	Cáp sạc nhanh UGREEN 3A 18w Type-C USB-C nylon bện thích hợp cho Redmi Xiaomi 13 12 Pro Samsung galaxy s22 one plus
28512157284	sạc nhanh	0	73000	120000	39	4.80	910	809	TechShop - Củ Cáp Sạc 120W	Thành phố Hồ Chí Minh	4.81	10767	1	0	100	Củ Sạc Nhanh GaN 200W, 4 Cổng PD Type-C, Sạc Nhanh Đa Thiết Bị
43258316432	đèn led	1	0	0	21	4.69	293	252	Đèn chiếu sáng DIỀU HÂU	Thành phố Hà Nội	4.52	1639	1	0	77	Đèn dây led RGB 5M 10M trang trí decor phòng, decor bàn gaming, có chế độ nháy theo nhạc điều chỉnh bằng remote và app
22457174137	đèn led	1	0	0	29	4.49	1975	1578	ZCY Đèn LED trang trí store	Thành phố Hải Phòng	4.56	2313	0	0	99	Đèn dây led ARGB 16 triệu màu 20M 10M 5M điều khiển bằng điện thoại, nháy theo nhạc, trang trí phòng
25473508880	đèn led	1	0	100000	41	4.74	10135	8847	Love House Fashion	Tỉnh Tây Ninh	4.73	5330	1	0	100	Đèn GALAXY Cực Quang USB LED Chiếu Bầu Trời Cực Quang Trang Trí, Decor Phòng Ngủ, Điều Khiển Từ Xa
28179965010	đèn led	0	43500	50000	13	4.75	6304	5452	Văn Phòng Phẩm Hải Vân	Thành phố Hải Phòng	4.80	42625	1	0	99	Đèn Cực Quang Chiếu Bầu Trời Galaxy UStyle Q6S Trang Trí, LED Cực Quang Decor Phòng Ngủ, Điều Khiển Từ Xa
25944454662	đèn led	0	99000	139000	29	4.77	556	490	GoldStar Home Life	Thành phố Hồ Chí Minh	4.61	3725	1	0	100	Goldstar Đèn ngủ để bàn ,đèn led 3D chiếu hình sóng nước cực chill, 16 màu RGB ,quà Giáng sinh
40559417524	đèn led	0	0	0	54	4.70	429	374	NovaBuy	Thành phố Hồ Chí Minh	4.68	1457	1	0	100	Dây Led RGB 2025, Dải LED USB Đèn 16 Triệu Màu  Trang Trí Decor Phòng, Điều Khiển Bằng Remote Đèn trang trí Tết
41203188085	đèn led	0	0	120000	44	4.78	551	487	Decor Land	Thành phố Hà Nội	4.79	2664	1	0	95	Đèn galaxy cực quang, đèn chiếu trần nhà 3d, dải ngân hà, cảm biến nhạc, decor, trang trí phòng, đèn bay phòng.
40608279896	đèn led	0	0	0	21	4.82	99	91	Đèn chiếu sáng DIỀU HÂU	Thành phố Hà Nội	4.52	1639	1	0	77	Dây Đèn Led đuổi ARGB 10 Mét Cổng USB 16 Triệu Màu Nháy Theo Nhạc, Chống Nước, Điều Khiển Remote, Cảm Biến Âm Thanh
15509326183	chuột gaming	1	64000	90000	29	4.86	9473	8751	tongkhochuyensi68	Thành phố Hải Phòng	4.86	125225	1	0	99	Chuột Gaming Không Dây T28 Dành Cho Game Thủ Chống Ồn Có Đèn LED Chơi Game Cực Đã Bảo Hành 12 Tháng
26609027692	chuột gaming	1	164340	300000	45	4.90	748	705	Gaming.House	Thành phố Hà Nội	4.81	181654	1	0	98	Chuột Silent Gaming Atas F30 Không dây Bluetooth - 3 MODE  - Pin sạc 500mah - Sử dụng liên tục 50h - Có app Marco
44375866256	chuột gaming	1	288000	400000	28	4.52	172	137	WXZ Technology	Thành phố Hà Nội	4.78	970	1	0	90	Chuột Gaming LEAVEN X3 Chip Pro, Chuột Không Dây Có Dock Sạc, 3 Mức DPI, Led RGB
22010951491	chuột gaming	0	184000	239000	23	4.88	101	93	HD Store_Phukienso	Thành phố Hà Nội	4.86	15195	1	0	100	Chuột Gaming Không Dây YINOIAO A7 LED Tự Động Đổi Màu DPI 3600 Dùng Cho Máy Tính
29994060777	chuột gaming	0	369000	458000	19	4.93	28	26	TEKKIN VIETNAM	Thành phố Hồ Chí Minh	4.82	16950	0	1	100	Chuột không dây gaming TEKKIN INPHIC A9 PRO bluetooth silent chống ồn pin sạc 6 nút bấm led RGB
14109335337	chuột gaming	0	64000	90000	29	4.87	767	707	tongkhochuyensi68	Thành phố Hải Phòng	4.86	125225	1	0	99	Chuột Gaming Không Dây T28 Dành Cho Game Thủ Có Đèn LED Click Không Tiếng Ồn Chơi Game Cực Đã LED Bảo Hành 12 Tháng
53303675114	chuột gaming	0	151250	362500	58	4.86	126	112	UZ Store	Thành phố Hồ Chí Minh	4.80	161	0	0	100	Chuột không dây Bluetooth 2 trong 1 Chế độ kép 2.4GHz Chế độ im lặng Chuột chơi game Điều chỉnh DPI 3 cấp độ
27421845442	chuột gaming	0	0	180000	0	4.86	3733	3465	Sorn Gear	Thành phố Hà Nội	4.81	38375	1	0	74	Chuột Gaming Không Dây Attack Shark X11 dock sạc / Attack Shark R1 / 3 chế độ kết nối / tặng kèm griptape
