26609027692	vn-11134207-7ras8-mdb9z8m23dy40b|vn-11134207-7r98o-lzponjmp4kel18|vn-11134207-7r98o-lzc00ycwgyhtf0|vn-11134207-7r98o-lzc00ycwgy8d20|vn-11134207-7r98o-lzc00ycwicst64|vn-11134207-7r98o-lzc010ftfbkd83
27421845442	vn-11134207-7ras8-m48rhdmf67ow42|vn-11134207-7ras8-m48rhkm2xxc736|vn-11134207-7ras8-m48rhpsjd3005e|vn-11134207-7ras8-m48rhtey28ef87|vn-11134207-7ras8-m48rhwzytfu865|vn-11134207-7ras8-m48ri0zoz3lz38
28179965010	vn-11134207-7ra0g-m7hbqpg9uzmg7b|vn-11134207-7ra0g-m7hbqto1qagmf1|vn-11134207-7ra0g-m7hbqtolmo603e|vn-11134207-7ra0g-m7hbqtpflg8m67|vn-11134207-7ra0g-m7hbqtpflgbc84|vn-11134207-7ra0g-m7hbqu1n4zq055
28244234061	vn-11134207-81ztc-mma4g9rm7hu00b|vn-11134207-81ztc-mkrq132tjrpc0b|vn-11134207-81ztc-mkrq132xhn2abf|vn-11134207-81ztc-mkrq132xj1mqe4|vn-11134207-81ztc-mkrq132u68sj13|vn-11134207-81ztc-mkrq132v3yf82f
28420521474	vn-11134207-820l4-meds2vczxkat69|vn-11134207-820l4-medsexz0mjgj29|vn-11134207-820l4-medseo7n2xaf84|vn-11134207-7ras8-m3pqz6179n792d|vn-11134207-7ras8-m3pqv2dtc1j017|vn-11134207-820l4-medsetb149vn53
28512157284	sg-11134201-822ww-moatij5rh1c113|vn-11134207-820l4-mg4y3rcjw8wfc1|vn-11134207-820l4-mg4xpptstjim97|vn-11134207-820l4-mg4xqrchlq18f5|vn-11134207-820l4-mg4xqrcpspanf7|vn-11134207-820l4-mg4xqrflfhn2a8
28625261821	cn-11134207-820l4-meth6q15e68650|cn-11134207-7ras8-m8ka48fvenxucd|cn-11134207-7ras8-m8ka48gfdupefc|cn-11134207-7ras8-m8ka490yjt0yf5|cn-11134207-7ras8-m8ka48h9cmtub4|cn-11134207-7ras8-m8ka48gfduoib7
28991133742	sg-11134201-82635-ml27jbwucykm0c|sg-11134201-8262k-ml27jc9i4snbc4|sg-11134201-8262o-ml27jcm8acxvff|sg-11134201-8260r-ml27jczg8hs52c|sg-11134201-8262g-ml27jdcrp05c03|sg-11134201-82618-ml27jdm5msqv60
29994060777	vn-11134207-7ras8-m59qc579etsn9b|vn-11134207-7ras8-m59qc579hmxj1d|vn-11134207-7ras8-m59qc579j1hz81|vn-11134207-7ras8-m59qc579g8d391|vn-11134207-7ras8-m59qc579hmpi77|vn-11134207-7ras8-m59qc579j19y7a
40028763819	vn-11134207-81ztc-mknb51qg5m9t95|vn-11134207-81ztc-mknb6dxk464n54|vn-11134207-81ztc-mknb6dxk5kp3f2|vn-11134207-81ztc-mknb6dxrdfr541|vn-11134207-81ztc-mknb6dxk2rk7cb|vn-11134207-81ztc-mknb6dxhcfsxdf
40124510623	sg-11134201-8262r-mllgybgpjhfnb6|sg-11134201-8260n-mllgybodk16t0f|sg-11134201-825zo-mllh3rdqjjm7b1|sg-11134201-8260g-mllgybxvtse8bf|sg-11134201-8261w-mllh3rmyquq014|sg-11134201-8260b-mllh3rujsnb5d1
40231311373	vn-11134207-81ztc-mouxe6wk2vi87e|vn-11134207-81ztc-mouxedh4shkx36|vn-11134207-81ztc-mouxedi6brwid6|vn-11134207-81ztc-mouxediit9mpa4|vn-11134207-81ztc-mouxediwe39qf4|vn-11134207-81ztc-mouxedig8k5rb7
40251537408	vn-11134207-7ra0g-m9znfzsb5z0i00|vn-11134207-7ra0g-m9znhkcme16633|vn-11134207-7ra0g-m9znhkcmgu8qf8|vn-11134207-7ra0g-m9znhkcmi8t68d|vn-11134207-7ra0g-m9znic5zone67d|vn-11134207-7ra0g-m9znic5zq1waab
40559417524	cn-11134207-820l4-mi9nfzfg3eh268|cn-11134207-820l4-mj6p78vpebr6a7|cn-11134207-7ras8-md1m1pfnpg1547|cn-11134207-7ras8-mchld4kgq7x8c2|sg-11134201-7rdwp-mcj2dzal6z1id2|sg-11134201-7rdvy-mcj2dzal8er7e9
40608279896	vn-11134207-7ras8-mc3j3ctyj2xaac|vn-11134207-7ras8-mc3itp80web685|vn-11134207-7ras8-mc3itp80xt9m06|vn-11134207-7ras8-mc3itp810m0iff|vn-11134207-7ras8-mc3itp80wep63e|vn-11134207-7ras8-mc3itp80xsvm17
41078788493	vn-11134207-81ztc-mma4m0d7w0zz78|vn-11134207-81ztc-mkrkmelqqfpg9a|vn-11134207-81ztc-mkrkmelq5d6r09|vn-11134207-81ztc-mkrkmelotlvke3|vn-11134207-81ztc-mkrkmelos7b423|vn-11134207-81ztc-mkrkmelqru9w29
41203188085	vn-11134207-7ras8-mal0flsd3z4cc7|vn-11134207-7ras8-mal0gs4h5m81e2|vn-11134207-7ras8-mal0gmnh5wngd8|vn-11134207-7ras8-mal0h8wsl9xofb|vn-11134207-7ras8-mal0gwxc4nnl73|vn-11134207-7ras8-mal0gy9m60ek0a
41450755372	sg-11134201-7rfib-m9pu3gndmyf445|ph-11134201-23030-7nlz3vt0i9nv89|th-11134201-23030-zrfs2h1u7aov7b|id-11134201-23030-nl5x756p07nve8|id-11134201-23030-8awcfq7t07nve9|th-11134201-23030-n7y8tr0u7aovec
41869171810	vn-11134207-820l4-mepjmu0aocnb4f|sg-11134201-824hi-mepect8op8n809|sg-11134201-824jk-mepecteg1o1s8b|sg-11134201-824hv-mepectl3mayv24|sg-11134201-824gm-mepectrbxo8y95|sg-11134201-824j3-mepecty3x1c010
43050973866	vn-11134207-7ra0g-m9si5xo9m1j854|vn-11134207-7ra0g-m9si6cpln9s4f6|vn-11134207-7ra0g-m9si6cpvlguae6|vn-11134207-7ra0g-m9si6cplna0y02|vn-11134207-7ra0g-m9si6cpllv7o79|vn-11134207-7ra0g-m9si6cploockbc
43258316432	vn-11134207-7ras8-mc45awlgnvca55|vn-11134207-7ras8-mc3itp80web685|vn-11134207-7ras8-mc3itp80xt9m06|vn-11134207-7ras8-mc3itp810m0iff|vn-11134207-7ras8-mc3itp80wep63e|vn-11134207-7ras8-mc3itp80xsvm17
43317549734	sg-11134201-82583-mr8ekm8g229zbc|sg-11134201-8259x-mr8ekmq35s0777|sg-11134201-8258i-mr8ekna58hl16e|sg-11134201-825a4-mr8eknpjexhgdc|sg-11134201-8258p-mr8ekoejoqo1e1|sg-11134201-82588-mr8ekoyd2613ac
44375866256	vn-11134207-81ztc-mq7aw6ta5blt78|vn-11134207-820l4-mgd2oyqd730pd0|vn-11134207-820l4-mgd2oyq6oi6j7b|vn-11134207-820l4-mgd2oyqdl4p8a3|vn-11134207-820l4-mgd2oyqfxerx5c|vn-11134207-820l4-mgd2oyq7xgcuca
45257587010	vn-11134207-81ztc-mm5vyyikk1dv57|vn-11134207-81ztc-mm5vyl4kfimba3|vn-11134207-81ztc-mm5vyl4x9nglff|vn-11134207-81ztc-mm5vyl4nmp6s8b|vn-11134207-81ztc-mm5vqjyw20pb2a|vn-11134207-81ztc-mm5vqjyi5yit34
48200823921	cn-11134207-820l4-mgnno872kruwe9|cn-11134207-820l4-mgm2bi2wuia37d|cn-11134207-820l4-mgm2bi3gxwqy39|cn-11134207-820l4-mgm2bi61eyod7e|cn-11134207-820l4-mghntkwfevwr1a|cn-11134207-820l4-mghnt8eomqkr2c
53303675114	vn-11134207-820l4-mjgjf7fhn6yo8b|vn-11134207-820l4-mio0ehcjcd1g08|vn-11134207-820l4-minzy2gbttzcc9|vn-11134207-820l4-mio0ehd1ydxd68|vn-11134207-820l4-minzy2gcdhxf16|vn-11134207-820l4-mio0ehcukwle2f
54208152799	vn-11134207-81ztc-mpiuk5zu66fi2b|vn-11134207-81ztc-mml7gdtdzrpg58|vn-11134207-81ztc-mml7gdtjng1u82|vn-11134207-81ztc-mml7gdtl3f2e02|vn-11134207-81ztc-mml7gdte2kuc44|vn-11134207-81ztc-mo0o5s5h5t6o81
57706144554	vn-11134207-81ztc-mkn7s4jcjpj962|vn-11134207-81ztc-mkn7surjb40752|vn-11134207-81ztc-mkn7sur6gz5ybe|vn-11134207-81ztc-mkn7sur5au4lf2|vn-11134207-81ztc-mkn7sy1palfq4c|vn-11134207-81ztc-mkn7sur6fkli09
